Ratio O/F   ,  pc psi , Nozzle inl , Nozzle exi , rho kg/m^3,Tc K,M,gamma,k,c* m/s,Is opt s,Is vac s,Cf opt,Cf vac,c factor
2,582,9,4.73,0,2227.8657,23.265,1.2828,1.1134,1386.8216,207.5586,228.7023,1.4677,1.6172,1
2,583,9,4.73,0,2227.9656,23.2655,1.2828,1.1134,1386.7826,207.5585,228.7026,1.4678,1.6173,1
2,584,9,4.73,0,2228.0656,23.2659,1.2828,1.1134,1386.7429,207.5583,228.7028,1.4678,1.6173,1
2,585,9,4.73,0,2228.1655,23.2664,1.2828,1.1134,1386.7027,207.5582,228.7031,1.4678,1.6174,1
2,586,9,4.73,0,2228.2654,23.2668,1.2828,1.1134,1386.6622,207.558,228.7034,1.4679,1.6174,1
2,587,9,4.73,0,2228.3652,23.2673,1.2828,1.1134,1386.6214,207.5579,228.7037,1.4679,1.6175,1
2,588,9,4.73,0,2228.465,23.2677,1.2828,1.1134,1386.5805,207.5577,228.704,1.468,1.6175,1
2,589,9,4.73,0,2228.5647,23.2682,1.2828,1.1134,1386.5394,207.5576,228.7042,1.468,1.6176,1
2,590,9,4.73,0,2228.6644,23.2686,1.2828,1.1134,1386.4983,207.5575,228.7045,1.468,1.6176,1
2,591,9,4.73,0,2228.764,23.2691,1.2828,1.1134,1386.4572,207.5573,228.7048,1.4681,1.6177,1
2,592,9,4.73,0,2228.8635,23.2695,1.2828,1.1134,1386.4162,207.5572,228.7051,1.4681,1.6177,1
2,593,9,4.73,0,2228.9629,23.27,1.2828,1.1134,1386.3753,207.557,228.7054,1.4682,1.6178,1
2,594,9,4.73,0,2229.0623,23.2705,1.2828,1.1134,1386.3345,207.5569,228.7056,1.4682,1.6178,1
2,595,9,4.73,0,2229.1616,23.2709,1.2828,1.1134,1386.2938,207.5567,228.7059,1.4683,1.6179,1
2,596,9,4.73,0,2229.2608,23.2714,1.2828,1.1134,1386.2532,207.5566,228.7062,1.4683,1.6179,1
2,597,9,4.73,0,2229.36,23.2718,1.2828,1.1135,1386.2128,207.5565,228.7065,1.4683,1.618,1
2,598,9,4.73,0,2229.4591,23.2723,1.2828,1.1135,1386.1585,207.556,228.7066,1.4684,1.618,1
2,599,9,4.73,0,2229.5581,23.2727,1.2828,1.1135,1386.1178,207.5559,228.7068,1.4684,1.6181,1
2,600,9,4.73,0,2229.657,23.2732,1.2828,1.1135,1386.0773,207.5557,228.7071,1.4685,1.6181,1
2,601,9,4.73,0,2229.7559,23.2736,1.2828,1.1135,1386.037,207.5556,228.7074,1.4685,1.6182,1
2,602,9,4.73,0,2229.8547,23.2741,1.2828,1.1135,1385.9968,207.5554,228.7076,1.4686,1.6182,1
2,603,9,4.73,0,2229.9534,23.2745,1.2828,1.1135,1385.9569,207.5552,228.7079,1.4686,1.6183,1
2,604,9,4.73,0,2230.0521,23.275,1.2827,1.1135,1385.917,207.5551,228.7082,1.4686,1.6183,1
2,605,9,4.73,0,2230.1507,23.2754,1.2827,1.1135,1385.8774,207.5549,228.7084,1.4687,1.6184,1
2,606,9,4.73,0,2230.2492,23.2759,1.2827,1.1135,1385.8379,207.5548,228.7087,1.4687,1.6184,1
2,607,9,4.73,0,2230.3476,23.2763,1.2827,1.1135,1385.7986,207.5546,228.709,1.4688,1.6185,1
2,608,9,4.73,0,2230.446,23.2768,1.2827,1.1135,1385.7594,207.5545,228.7092,1.4688,1.6185,1
2,609,9,4.73,0,2230.5444,23.2772,1.2827,1.1135,1385.7204,207.5543,228.7095,1.4688,1.6186,1
2,610,9,4.73,0,2230.6426,23.2777,1.2827,1.1135,1385.6815,207.5542,228.7098,1.4689,1.6186,1
2,611,9,4.73,0,2230.7408,23.2781,1.2827,1.1135,1385.6428,207.554,228.7101,1.4689,1.6187,1
2,612,9,4.73,0,2230.839,23.2786,1.2827,1.1135,1385.6042,207.5539,228.7103,1.469,1.6187,1
2,613,9,4.73,0,2230.937,23.279,1.2827,1.1135,1385.5658,207.5537,228.7106,1.469,1.6188,1
2,614,9,4.73,0,2231.035,23.2795,1.2827,1.1135,1385.5275,207.5536,228.7109,1.469,1.6188,1
2,615,9,4.73,0,2231.133,23.2799,1.2827,1.1135,1385.4894,207.5534,228.7111,1.4691,1.6188,1
2,616,9,4.73,0,2231.2309,23.2804,1.2827,1.1135,1385.4513,207.5533,228.7114,1.4691,1.6189,1
2.1,642,9,4.73,0,2236.8348,23.1567,1.2891,1.1144,1395.5037,208.9212,230.0509,1.4682,1.6166,1
2.1,643,9,4.73,0,2236.9352,23.1571,1.2891,1.1144,1395.4524,208.9208,230.051,1.4682,1.6167,1
2.1,644,9,4.73,0,2237.0354,23.1575,1.2891,1.1144,1395.4146,208.9207,230.0512,1.4682,1.6167,1
2.1,645,9,4.73,0,2237.1358,23.158,1.2891,1.1144,1395.377,208.9205,230.0515,1.4683,1.6168,1
2.1,646,9,4.73,0,2237.2361,23.1584,1.2891,1.1144,1395.3393,208.9204,230.0518,1.4683,1.6168,1
2.1,647,9,4.73,0,2237.3366,23.1588,1.2891,1.1144,1395.3018,208.9202,230.052,1.4684,1.6169,1
2.1,648,9,4.73,0,2237.4368,23.1593,1.2891,1.1144,1395.2641,208.9201,230.0523,1.4684,1.6169,1
2.1,649,9,4.73,0,2237.537,23.1597,1.2891,1.1144,1395.2268,208.9199,230.0525,1.4684,1.617,1
2.1,650,9,4.73,0,2237.637,23.1601,1.2891,1.1144,1395.1895,208.9198,230.0528,1.4685,1.617,1
2.1,651,9,4.73,0,2237.7372,23.1606,1.2891,1.1144,1395.1526,208.9196,230.053,1.4685,1.6171,1
2.1,652,9,4.73,0,2237.8373,23.161,1.2891,1.1144,1395.1155,208.9195,230.0533,1.4686,1.6171,1
2.1,653,9,4.73,0,2237.9375,23.1615,1.2891,1.1144,1395.0785,208.9193,230.0535,1.4686,1.6172,1
2.1,654,9,4.73,0,2238.0375,23.1619,1.2891,1.1144,1395.0415,208.9192,230.0538,1.4686,1.6172,1
2.1,655,9,4.73,0,2238.1374,23.1623,1.2891,1.1144,1395.0047,208.919,230.0541,1.4687,1.6172,1
2.1,656,9,4.73,0,2238.2372,23.1628,1.2891,1.1144,1394.968,208.9189,230.0543,1.4687,1.6173,1
2.1,657,9,4.73,0,2238.3371,23.1632,1.2891,1.1144,1394.9317,208.9188,230.0546,1.4687,1.6173,1
2.1,658,9,4.73,0,2238.437,23.1636,1.2891,1.1144,1394.8952,208.9186,230.0548,1.4688,1.6174,1
2.1,659,9,4.73,0,2238.5368,23.1641,1.2891,1.1145,1394.8588,208.9185,230.0551,1.4688,1.6174,1
2.1,660,9,4.73,0,2238.6367,23.1645,1.2891,1.1145,1394.8223,208.9183,230.0553,1.4689,1.6175,1
2.1,661,9,4.73,0,2238.7365,23.1649,1.2891,1.1145,1394.7862,208.9182,230.0556,1.4689,1.6175,1
2.1,662,9,4.73,0,2238.8362,23.1654,1.2891,1.1145,1394.7501,208.918,230.0558,1.4689,1.6175,1
2.1,663,9,4.73,0,2238.9357,23.1658,1.2891,1.1145,1394.7141,208.9179,230.0561,1.469,1.6176,1
2.1,664,9,4.73,0,2239.0353,23.1662,1.2891,1.1145,1394.6784,208.9177,230.0563,1.469,1.6176,1
2.1,665,9,4.73,0,2239.1349,23.1667,1.2891,1.1145,1394.6426,208.9176,230.0566,1.469,1.6177,1
2.1,666,9,4.73,0,2239.2345,23.1671,1.2891,1.1145,1394.6069,208.9174,230.0568,1.4691,1.6177,1
2.1,667,9,4.73,0,2239.3342,23.1675,1.2891,1.1145,1394.5711,208.9173,230.0571,1.4691,1.6178,1
2.1,668,9,4.73,0,2239.4337,23.168,1.2891,1.1145,1394.5356,208.9172,230.0574,1.4691,1.6178,1
2.1,669,9,4.73,0,2239.5332,23.1684,1.2891,1.1145,1394.5002,208.917,230.0576,1.4692,1.6179,1
2.1,670,9,4.73,0,2239.6326,23.1688,1.2891,1.1145,1394.4649,208.9169,230.0579,1.4692,1.6179,1
2.1,671,9,4.73,0,2239.7318,23.1693,1.2891,1.1145,1394.4298,208.9167,230.0581,1.4693,1.6179,1
2.1,672,9,4.73,0,2239.8312,23.1697,1.2891,1.1145,1394.3947,208.9166,230.0584,1.4693,1.618,1
2.1,673,9,4.73,0,2239.9305,23.1701,1.2891,1.1145,1394.3596,208.9164,230.0586,1.4693,1.618,1
2.1,674,9,4.73,0,2240.0298,23.1706,1.2891,1.1145,1394.3247,208.9163,230.0589,1.4694,1.6181,1
2.1,675,9,4.73,0,2240.1293,23.171,1.2891,1.1145,1394.2897,208.9161,230.0591,1.4694,1.6181,1
2.1,676,9,4.73,0,2240.2285,23.1714,1.2891,1.1146,1394.2549,208.916,230.0594,1.4694,1.6181,1
2.1,677,9,4.73,0,2240.3277,23.1719,1.2891,1.1146,1394.2203,208.9159,230.0596,1.4695,1.6182,1
2.1,678,9,4.73,0,2240.4269,23.1723,1.2891,1.1146,1394.1857,208.9157,230.0599,1.4695,1.6182,1
2.1,679,9,4.73,0,2240.5258,23.1727,1.2891,1.1146,1394.1514,208.9156,230.0601,1.4695,1.6183,1
2.1,680,9,4.73,0,2240.625,23.1732,1.2891,1.1146,1394.117,208.9154,230.0604,1.4696,1.6183,1
2.1,681,9,4.73,0,2240.7241,23.1736,1.2891,1.1146,1394.0827,208.9153,230.0606,1.4696,1.6184,1
2.1,682,9,4.73,0,2240.8231,23.174,1.2891,1.1146,1394.0485,208.9151,230.0609,1.4696,1.6184,1
2.1,683,9,4.73,0,2240.9223,23.1745,1.2891,1.1146,1394.0142,208.915,230.0611,1.4697,1.6184,1
2.1,684,9,4.73,0,2241.0213,23.1749,1.2891,1.1146,1393.9802,208.9149,230.0614,1.4697,1.6185,1
2.1,685,9,4.73,0,2241.1202,23.1754,1.2891,1.1146,1393.9463,208.9147,230.0616,1.4698,1.6185,1
2.1,686,9,4.73,0,2241.2192,23.1758,1.2891,1.1146,1393.9125,208.9146,230.0619,1.4698,1.6186,1
2.1,687,9,4.73,0,2241.3179,23.1762,1.2891,1.1146,1393.879,208.9144,230.0621,1.4698,1.6186,1
2.1,688,9,4.73,0,2241.4168,23.1767,1.2891,1.1146,1393.8453,208.9143,230.0624,1.4699,1.6186,1
2.1,689,9,4.73,0,2241.5157,23.1771,1.2891,1.1146,1393.8117,208.9142,230.0626,1.4699,1.6187,1
2.1,690,9,4.73,0,2241.6145,23.1775,1.2891,1.1146,1393.7783,208.914,230.0629,1.4699,1.6187,1
2.1,691,9,4.73,0,2241.7135,23.178,1.2891,1.1146,1393.7449,208.9139,230.0631,1.47,1.6188,1
2.1,692,9,4.73,0,2241.8122,23.1784,1.2891,1.1147,1393.7114,208.9137,230.0634,1.47,1.6188,1
2.1,693,9,4.73,0,2241.911,23.1788,1.2891,1.1147,1393.6782,208.9136,230.0636,1.47,1.6188,1
2.1,694,9,4.73,0,2242.0097,23.1793,1.2891,1.1147,1393.6451,208.9135,230.0639,1.4701,1.6189,1
2.1,695,9,4.73,0,2242.1083,23.1797,1.2891,1.1147,1393.6121,208.9133,230.0641,1.4701,1.6189,1
2.1,696,9,4.73,0,2242.2069,23.1801,1.2891,1.1147,1393.5794,208.9132,230.0644,1.4701,1.619,1
2.1,697,9,4.73,0,2242.3055,23.1805,1.2891,1.1147,1393.5466,208.913,230.0646,1.4702,1.619,1
2.1,698,9,4.73,0,2242.4041,23.181,1.2891,1.1147,1393.5138,208.9129,230.0649,1.4702,1.619,1
2.1,699,9,4.73,0,2242.5027,23.1814,1.2891,1.1147,1393.4812,208.9128,230.0651,1.4702,1.6191,1
2.1,700,9,4.73,0,2242.6015,23.1818,1.2891,1.1147,1393.4484,208.9126,230.0654,1.4703,1.6191,1
2.2,350,9,4.73,0,2182.1123,22.8266,1.2967,1.1128,1413.6804,210.0757,231.0908,1.4573,1.6031,1
2.2,351,9,4.73,0,2182.4248,22.8276,1.2967,1.1128,1413.7441,210.0787,231.0933,1.4572,1.603,1
2.2,352,9,4.73,0,2182.7365,22.8287,1.2967,1.1128,1413.8076,210.0817,231.0959,1.4572,1.603,1
2.2,353,9,4.73,0,2183.0474,22.8297,1.2966,1.1128,1413.8709,210.0847,231.0984,1.4572,1.6029,1
2.2,354,9,4.73,0,2183.3575,22.8307,1.2966,1.1128,1413.934,210.0876,231.1009,1.4571,1.6029,1
2.2,355,9,4.73,0,2183.6668,22.8317,1.2966,1.1128,1413.997,210.0905,231.1034,1.4571,1.6028,1
2.2,356,9,4.73,0,2183.9753,22.8328,1.2966,1.1128,1414.0598,210.0935,231.1059,1.457,1.6027,1
2.2,357,9,4.73,0,2184.283,22.8338,1.2966,1.1128,1414.1224,210.0964,231.1084,1.457,1.6027,1
2.2,358,9,4.73,0,2184.5899,22.8348,1.2966,1.1128,1414.1848,210.0993,231.1109,1.4569,1.6026,1
2.2,359,9,4.73,0,2184.8961,22.8358,1.2966,1.1129,1414.2471,210.1022,231.1134,1.4569,1.6026,1
2.2,360,9,4.73,0,2185.2015,22.8368,1.2966,1.1129,1414.3091,210.105,231.1158,1.4568,1.6025,1
2.2,361,9,4.73,0,2185.506,22.8379,1.2966,1.1129,1414.371,210.1079,231.1183,1.4568,1.6025,1
2.2,362,9,4.73,0,2185.8099,22.8389,1.2966,1.1129,1414.4328,210.1107,231.1207,1.4568,1.6024,1
2.2,363,9,4.73,0,2186.1129,22.8399,1.2966,1.1129,1414.4943,210.1136,231.1232,1.4567,1.6024,1
2.2,364,9,4.73,0,2186.4152,22.8409,1.2965,1.1129,1414.5557,210.1164,231.1256,1.4567,1.6023,1
2.2,365,9,4.73,0,2186.7168,22.8419,1.2965,1.1129,1414.6169,210.1192,231.128,1.4566,1.6023,1
2.2,366,9,4.73,0,2187.0175,22.8429,1.2965,1.1129,1414.678,210.122,231.1304,1.4566,1.6022,1
2.2,367,9,4.73,0,2187.3176,22.8439,1.2965,1.1129,1414.7389,210.1248,231.1328,1.4565,1.6022,1
2.2,368,9,4.73,0,2187.6169,22.8449,1.2965,1.113,1414.7996,210.1276,231.1352,1.4565,1.6021,1
2.2,369,9,4.73,0,2187.9154,22.8459,1.2965,1.113,1414.8602,210.1304,231.1376,1.4565,1.6021,1
2.2,370,9,4.73,0,2188.2132,22.8469,1.2965,1.113,1414.9206,210.1331,231.14,1.4564,1.602,1
2.2,371,9,4.73,0,2188.5103,22.8479,1.2965,1.113,1414.9808,210.1359,231.1424,1.4564,1.602,1
2.2,372,9,4.73,0,2188.8067,22.8489,1.2965,1.113,1415.0408,210.1386,231.1447,1.4563,1.6019,1
2.2,373,9,4.73,0,2189.1023,22.8499,1.2965,1.113,1415.1007,210.1413,231.1471,1.4563,1.6018,1
2.2,374,9,4.73,0,2189.3972,22.8508,1.2965,1.113,1415.1605,210.144,231.1494,1.4562,1.6018,1
2.2,375,9,4.73,0,2189.6913,22.8518,1.2964,1.113,1415.2201,210.1467,231.1518,1.4562,1.6017,1
2.2,376,9,4.73,0,2189.9848,22.8528,1.2964,1.113,1415.2795,210.1494,231.1541,1.4562,1.6017,1
2.2,377,9,4.73,0,2190.2776,22.8538,1.2964,1.113,1415.3388,210.1521,231.1564,1.4561,1.6016,1
2.2,378,9,4.73,0,2190.5696,22.8548,1.2964,1.1131,1415.3979,210.1547,231.1587,1.4561,1.6016,1
2.2,379,9,4.73,0,2190.8609,22.8557,1.2964,1.1131,1415.4568,210.1574,231.161,1.456,1.6015,1
2.2,380,9,4.73,0,2191.1516,22.8567,1.2964,1.1131,1415.5156,210.16,231.1633,1.456,1.6015,1
2.2,381,9,4.73,0,2191.4415,22.8577,1.2964,1.1131,1415.5742,210.1627,231.1656,1.4559,1.6014,1
2.2,382,9,4.73,0,2191.7308,22.8586,1.2964,1.1131,1415.6327,210.1653,231.1679,1.4559,1.6014,1
2.2,383,9,4.73,0,2192.0193,22.8596,1.2964,1.1131,1415.6911,210.1679,231.1702,1.4559,1.6013,1
2.2,384,9,4.73,0,2192.3072,22.8606,1.2964,1.1131,1415.7492,210.1705,231.1724,1.4558,1.6013,1
2.2,385,9,4.73,0,2192.5944,22.8615,1.2964,1.1131,1415.8073,210.1731,231.1747,1.4558,1.6012,1
2.2,386,9,4.73,0,2192.8809,22.8625,1.2964,1.1131,1415.8651,210.1757,231.1769,1.4557,1.6012,1
2.2,387,9,4.73,0,2193.1667,22.8635,1.2963,1.1132,1415.9229,210.1782,231.1792,1.4557,1.6011,1
2.2,388,9,4.73,0,2193.4519,22.8644,1.2963,1.1132,1415.9804,210.1808,231.1814,1.4556,1.6011,1
2.2,389,9,4.73,0,2193.7364,22.8654,1.2963,1.1132,1416.0379,210.1833,231.1836,1.4556,1.601,1
2.2,390,9,4.73,0,2194.0202,22.8663,1.2963,1.1132,1416.0951,210.1859,231.1859,1.4556,1.601,1
2.2,391,9,4.73,0,2194.3033,22.8673,1.2963,1.1132,1416.1523,210.1884,231.1881,1.4555,1.6009,1
2.2,392,9,4.73,0,2194.5858,22.8682,1.2963,1.1132,1416.2092,210.1909,231.1903,1.4555,1.6009,1
2.2,393,9,4.73,0,2194.8677,22.8692,1.2963,1.1132,1416.2661,210.1934,231.1925,1.4554,1.6008,1
2.2,394,9,4.73,0,2195.1488,22.8701,1.2963,1.1132,1416.3228,210.1959,231.1947,1.4554,1.6008,1
2.2,395,9,4.73,0,2195.4294,22.8711,1.2963,1.1132,1416.3793,210.1984,231.1969,1.4554,1.6007,1
2.2,396,9,4.73,0,2195.7092,22.872,1.2963,1.1132,1416.4357,210.2009,231.199,1.4553,1.6007,1
2.2,397,9,4.73,0,2195.9885,22.8729,1.2963,1.1133,1416.492,210.2034,231.2012,1.4553,1.6007,1
2.2,398,9,4.73,0,2196.2671,22.8739,1.2962,1.1133,1416.5481,210.2058,231.2034,1.4552,1.6006,1
2.2,399,9,4.73,0,2196.545,22.8748,1.2962,1.1133,1416.6041,210.2083,231.2055,1.4552,1.6006,1
2.2,400,9,4.73,0,2196.8224,22.8757,1.2962,1.1133,1416.6599,210.2107,231.2077,1.4552,1.6005,1
2.2,401,9,4.73,0,2197.0991,22.8767,1.2962,1.1133,1416.7156,210.2131,231.2098,1.4551,1.6005,1
2.2,402,9,4.73,0,2197.3751,22.8776,1.2962,1.1133,1416.7712,210.2156,231.2119,1.4551,1.6004,1
2.2,403,9,4.73,0,2197.6506,22.8785,1.2962,1.1133,1416.8266,210.218,231.2141,1.455,1.6004,1
2.2,404,9,4.73,0,2197.9254,22.8795,1.2962,1.1133,1416.8818,210.2204,231.2162,1.455,1.6003,1
2.2,405,9,4.73,0,2198.1996,22.8804,1.2962,1.1133,1416.937,210.2228,231.2183,1.455,1.6003,1
2.2,406,9,4.73,0,2198.4731,22.8813,1.2962,1.1133,1416.992,210.2251,231.2204,1.4549,1.6002,1
2.2,407,9,4.73,0,2198.7461,22.8822,1.2962,1.1134,1417.0469,210.2275,231.2225,1.4549,1.6002,1
2.2,408,9,4.73,0,2199.0184,22.8831,1.2962,1.1134,1417.1016,210.2299,231.2246,1.4548,1.6001,1
2.2,409,9,4.73,0,2199.2902,22.8841,1.2962,1.1134,1417.1562,210.2322,231.2267,1.4548,1.6001,1
2.2,410,9,4.73,0,2199.5613,22.885,1.2961,1.1134,1417.2107,210.2346,231.2288,1.4548,1.6,1
2.2,411,9,4.73,0,2199.8318,22.8859,1.2961,1.1134,1417.265,210.2369,231.2309,1.4547,1.6,1
2.2,412,9,4.73,0,2200.1018,22.8868,1.2961,1.1134,1417.3192,210.2392,231.2329,1.4547,1.5999,1
2.2,413,9,4.73,0,2200.3711,22.8877,1.2961,1.1134,1417.3732,210.2416,231.235,1.4546,1.5999,1
2.2,414,9,4.73,0,2200.6398,22.8886,1.2961,1.1134,1417.4272,210.2439,231.237,1.4546,1.5998,1
2.2,415,9,4.73,0,2200.908,22.8895,1.2961,1.1134,1417.481,210.2462,231.2391,1.4546,1.5998,1
2.2,416,9,4.73,0,2201.1755,22.8904,1.2961,1.1134,1417.5347,210.2485,231.2411,1.4545,1.5997,1
2.2,417,9,4.73,0,2201.4425,22.8913,1.2961,1.1134,1417.5882,210.2507,231.2432,1.4545,1.5997,1
2.2,418,9,4.73,0,2201.7089,22.8922,1.2961,1.1135,1417.6416,210.253,231.2452,1.4544,1.5997,1
2.2,419,9,4.73,0,2201.9747,22.8931,1.2961,1.1135,1417.6949,210.2553,231.2472,1.4544,1.5996,1
2.2,420,9,4.73,0,2202.2399,22.894,1.2961,1.1135,1417.7481,210.2575,231.2492,1.4544,1.5996,1
2.2,421,9,4.73,0,2202.5046,22.8949,1.2961,1.1135,1417.8011,210.2598,231.2512,1.4543,1.5995,1
2.2,422,9,4.73,0,2202.7687,22.8958,1.296,1.1135,1417.854,210.262,231.2532,1.4543,1.5995,1
2.2,423,9,4.73,0,2203.0322,22.8967,1.296,1.1135,1417.9068,210.2643,231.2552,1.4542,1.5994,1
2.2,424,9,4.73,0,2203.2951,22.8976,1.296,1.1135,1417.9594,210.2665,231.2572,1.4542,1.5994,1
2.2,425,9,4.73,0,2203.5575,22.8985,1.296,1.1135,1418.0119,210.2687,231.2592,1.4542,1.5993,1
2.2,426,9,4.73,0,2203.8193,22.8994,1.296,1.1135,1418.0643,210.2709,231.2612,1.4541,1.5993,1
2.2,427,9,4.73,0,2204.0805,22.9003,1.296,1.1135,1418.1166,210.2731,231.2632,1.4541,1.5992,1
2.2,428,9,4.73,0,2204.3412,22.9011,1.296,1.1136,1418.1688,210.2753,231.2651,1.4541,1.5992,1
2.2,429,9,4.73,0,2204.6013,22.902,1.296,1.1136,1418.2208,210.2775,231.2671,1.454,1.5992,1
2.2,430,9,4.73,0,2204.8609,22.9029,1.296,1.1136,1418.2727,210.2797,231.2691,1.454,1.5991,1
2.2,431,9,4.73,0,2205.12,22.9038,1.296,1.1136,1418.3245,210.2818,231.271,1.4539,1.5991,1
2.2,432,9,4.73,0,2205.3784,22.9047,1.296,1.1136,1418.3762,210.284,231.2729,1.4539,1.599,1
2.2,433,9,4.73,0,2205.6364,22.9055,1.296,1.1136,1418.4277,210.2861,231.2749,1.4539,1.599,1
2.2,434,9,4.73,0,2205.8938,22.9064,1.2959,1.1136,1418.4792,210.2883,231.2768,1.4538,1.5989,1
2.2,435,9,4.73,0,2206.1506,22.9073,1.2959,1.1136,1418.5305,210.2904,231.2787,1.4538,1.5989,1
2.2,436,9,4.73,0,2206.4069,22.9082,1.2959,1.1136,1418.5817,210.2925,231.2807,1.4538,1.5988,1
2.2,437,9,4.73,0,2206.6627,22.909,1.2959,1.1136,1418.6327,210.2946,231.2826,1.4537,1.5988,1
2.2,438,9,4.73,0,2206.9179,22.9099,1.2959,1.1136,1418.6837,210.2968,231.2845,1.4537,1.5988,1
2.2,439,9,4.73,0,2207.1726,22.9108,1.2959,1.1136,1418.7345,210.2989,231.2864,1.4536,1.5987,1
2.2,440,9,4.73,0,2207.4268,22.9116,1.2959,1.1137,1418.7852,210.301,231.2883,1.4536,1.5987,1
2.2,441,9,4.73,0,2207.6805,22.9125,1.2959,1.1137,1416.6148,210.2522,231.2544,1.4555,1.6009,1
2.2,442,9,4.73,0,2207.9336,22.9134,1.2959,1.1137,1416.5574,210.2521,231.2547,1.4555,1.6009,1
2.2,443,9,4.73,0,2208.1862,22.9142,1.2959,1.1137,1416.5003,210.2519,231.255,1.4556,1.601,1
2.2,444,9,4.73,0,2208.4383,22.9151,1.2959,1.1137,1416.4435,210.2517,231.2553,1.4557,1.6011,1
2.2,445,9,4.73,0,2208.6899,22.9159,1.2959,1.1137,1416.3868,210.2515,231.2556,1.4557,1.6011,1
2.2,446,9,4.73,0,2208.9409,22.9168,1.2958,1.1137,1416.3305,210.2514,231.2559,1.4558,1.6012,1
2.2,447,9,4.73,0,2209.1915,22.9176,1.2958,1.1137,1416.2743,210.2512,231.2562,1.4558,1.6013,1
2.2,448,9,4.73,0,2209.4415,22.9185,1.2958,1.1137,1416.2184,210.251,231.2565,1.4559,1.6013,1
2.2,449,9,4.73,0,2209.691,22.9193,1.2958,1.1137,1416.1627,210.2508,231.2568,1.4559,1.6014,1
2.2,450,9,4.73,0,2209.94,22.9202,1.2958,1.1137,1416.1073,210.2507,231.2571,1.456,1.6015,1
2.2,451,9,4.73,0,2210.1885,22.921,1.2958,1.1138,1416.0521,210.2505,231.2574,1.4561,1.6015,1
2.2,452,9,4.73,0,2210.4365,22.9219,1.2958,1.1138,1415.9971,210.2503,231.2577,1.4561,1.6016,1
2.2,453,9,4.73,0,2210.684,22.9227,1.2958,1.1138,1415.9424,210.2502,231.258,1.4562,1.6017,1
2.2,454,9,4.73,0,2210.931,22.9236,1.2958,1.1138,1415.8879,210.25,231.2583,1.4562,1.6017,1
2.2,455,9,4.73,0,2211.1775,22.9244,1.2958,1.1138,1415.8336,210.2498,231.2585,1.4563,1.6018,1
2.2,456,9,4.73,0,2211.4236,22.9252,1.2958,1.1138,1415.7795,210.2496,231.2588,1.4563,1.6019,1
2.2,457,9,4.73,0,2211.6691,22.9261,1.2958,1.1138,1415.7257,210.2495,231.2591,1.4564,1.6019,1
2.2,458,9,4.73,0,2211.9141,22.9269,1.2958,1.1138,1415.672,210.2493,231.2594,1.4564,1.602,1
2.2,459,9,4.73,0,2212.1587,22.9278,1.2957,1.1138,1415.6187,210.2491,231.2597,1.4565,1.602,1
2.2,460,9,4.73,0,2212.4027,22.9286,1.2957,1.1138,1415.5655,210.2489,231.26,1.4565,1.6021,1
2.2,461,9,4.73,0,2212.6463,22.9294,1.2957,1.1138,1415.5125,210.2488,231.2603,1.4566,1.6022,1
2.2,462,9,4.73,0,2212.8894,22.9303,1.2957,1.1138,1415.4598,210.2486,231.2606,1.4567,1.6022,1
2.2,463,9,4.73,0,2213.132,22.9311,1.2957,1.1139,1415.4073,210.2484,231.2609,1.4567,1.6023,1
2.2,464,9,4.73,0,2213.3741,22.9319,1.2957,1.1139,1415.355,210.2482,231.2612,1.4568,1.6024,1
2.2,465,9,4.73,0,2213.6158,22.9327,1.2957,1.1139,1415.3029,210.2481,231.2615,1.4568,1.6024,1
2.2,466,9,4.73,0,2213.857,22.9336,1.2957,1.1139,1415.2511,210.2479,231.2618,1.4569,1.6025,1
2.2,467,9,4.73,0,2214.0977,22.9344,1.2957,1.1139,1415.1994,210.2477,231.262,1.4569,1.6025,1
2.2,468,9,4.73,0,2214.3379,22.9352,1.2957,1.1139,1415.148,210.2476,231.2623,1.457,1.6026,1
2.2,469,9,4.73,0,2214.5777,22.936,1.2957,1.1139,1415.0968,210.2474,231.2626,1.457,1.6027,1
2.2,470,9,4.73,0,2214.817,22.9369,1.2957,1.1139,1415.0457,210.2472,231.2629,1.4571,1.6027,1
2.2,471,9,4.73,0,2215.0558,22.9377,1.2956,1.1139,1414.9949,210.247,231.2632,1.4571,1.6028,1
2.2,472,9,4.73,0,2215.2942,22.9385,1.2956,1.1139,1414.9443,210.2469,231.2635,1.4572,1.6028,1
2.2,473,9,4.73,0,2215.5321,22.9393,1.2956,1.1139,1414.8939,210.2467,231.2638,1.4572,1.6029,1
2.2,474,9,4.73,0,2215.7696,22.9401,1.2956,1.1139,1414.8438,210.2465,231.2641,1.4573,1.603,1
2.2,475,9,4.73,0,2216.0066,22.9409,1.2956,1.114,1414.7938,210.2464,231.2643,1.4573,1.603,1
2.2,476,9,4.73,0,2216.2431,22.9417,1.2956,1.114,1414.744,210.2462,231.2646,1.4574,1.6031,1
2.2,477,9,4.73,0,2216.4792,22.9426,1.2956,1.114,1414.6944,210.246,231.2649,1.4574,1.6031,1
2.2,478,9,4.73,0,2216.7148,22.9434,1.2956,1.114,1414.6451,210.2458,231.2652,1.4575,1.6032,1
2.2,479,9,4.73,0,2216.95,22.9442,1.2956,1.114,1414.5959,210.2457,231.2655,1.4575,1.6032,1
